Linden Hall,linden-hall,University of Massachusetts Amherst,Amherst,MA,,,,,https://www.umass.edu/living/housing-options/residence-directory/traditional-housing/chcrc,Commonwealth Honors College residence hall,,https://www.umass.edu/living/,University of Massachusetts Amherst University Housing,,2026-05-17
Maple Hall,maple-hall,University of Massachusetts Amherst,Amherst,MA,,,,,https://www.umass.edu/living/housing-options/residence-directory/traditional-housing/chcrc,Commonwealth Honors College residence hall,,https://www.umass.edu/living/,University of Massachusetts Amherst University Housing,,2026-05-17
Beard Hall,beard-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Chapin Hall,chapin-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Clark Hall,clark-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,First-year residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Cragin Hall,cragin-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Davis International House,davis-international-house,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,International theme residence house,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Emerson Hall,emerson-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Everett Hall,everett-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Gebbie Hall,gebbie-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Keefe Hall,keefe-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Kilham Hall,kilham-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Larcom Hall,larcom-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
McIntire Hall,mcintire-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,First-year residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Meadows Hall Center,meadows-hall-center,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Meadows Hall East,meadows-hall-east,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Meadows Hall North,meadows-hall-north,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Meadows Hall West,meadows-hall-west,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Pine Hall,pine-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,First-year residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Stanton Hall,stanton-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Young Hall,young-hall,Wheaton College,Norton,MA,,,,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,First-year residence hall,,https://wheatoncollege.edu/campus-life/housing-dining/residential-life/residence-halls/,Wheaton College Massachusetts Residential Life,,2026-05-17
Williams Hall,williams-hall,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,First-year Frosh Quad residence hall,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
Sage Hall,sage-hall,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,First-year Frosh Quad residence hall,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
Fitch House,fitch-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,Berkshire Quad first-year residence,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
East College,east-college,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,Berkshire Quad first-year residence,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
Currier Hall,currier-hall,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,Berkshire Quad first-year residence,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
Prospect House,prospect-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,Berkshire Quad first-year residence,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
Fayerweather Hall,fayerweather-hall,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/first-year-residence-halls/,Berkshire Quad first-year residence,,https://campus-life.williams.edu/first-year-residence-halls/,Williams College Student Life & Leadership,,2026-05-17
Gladden House,gladden-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Greylock Quad upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Bryant House,bryant-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Greylock Quad upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Carter House,carter-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Greylock Quad upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Dodd House,dodd-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Goodrich House,goodrich-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Hubbell House,hubbell-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Lehman House,lehman-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Parsons House,parsons-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Sewall House,sewall-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Tyler House,tyler-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Thompson House,thompson-house,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Dodd Circle upperclass residence,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Morgan Hall,morgan-hall,Williams College,Williamstown,MA,,,,,https://campus-life.williams.edu/upperclassresidencehalls/,Upperclass residence on Main and Spring Streets,,https://campus-life.williams.edu/upperclassresidencehalls/,Williams College Student Life & Leadership,,2026-05-17
Daniels Hall,daniels-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Founders Hall,founders-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Institute Hall,institute-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/about/locations/institute-hall,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Messenger Hall,messenger-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Morgan Hall,morgan-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Riley Hall,riley-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Stoddard Hall,stoddard-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Trowbridge House,trowbridge-house,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Wachusett House,wachusett-house,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,First-year residence,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
WPI Townhouses,wpi-townhouses,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,Townhouse residence community,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
East Hall,east-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/about/locations/east-hall,Upper-level residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Ellsworth Hall,ellsworth-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,Upper-level residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Faraday Hall,faraday-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,Upper-level residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Fuller Hall,fuller-hall,Worcester Polytechnic Institute,Worcester,MA,,,,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,Upper-level residence hall,,https://www.wpi.edu/student-experience/housing-dining/living-on-campus/current-students/residences,WPI Housing & Residential Experience Center,,2026-05-17
Towers Hall,towers-hall,Bowie State University,Bowie,MD,,,,,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Female residence hall,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
Harriet Tubman Hall,harriet-tubman-hall,Bowie State University,Bowie,MD,,,1921,162,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Oldest residence hall on campus,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
Alex Haley Hall,alex-haley-hall,Bowie State University,Bowie,MD,,,,,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Primarily first-year residence hall,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
Lucretia Kennard Hall,lucretia-kennard-hall,Bowie State University,Bowie,MD,,,,81,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Three-story male residence hall,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
Dwight Holmes Hall,dwight-holmes-hall,Bowie State University,Bowie,MD,,,,124,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Three-story male first-year residence hall,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
Christa McAuliffe Residential Community,christa-mcauliffe-residential-community,Bowie State University,Bowie,MD,Apartment,,,,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Apartment-style residential community,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
Entrepreneurship Living Learning Community,entrepreneurship-living-learning-community,Bowie State University,Bowie,MD,Suite,,,,https://www.bowiestate.edu/campus-life/housing-and-dining/residence-halls.php,Suite-style multi-use complex,,https://www.bowiestate.edu/campus-life/housing-and-dining/,Bowie State University Office of Residence Life,,2026-05-17
AMR I,amr-i,Johns Hopkins University,Baltimore,MD,Double,Communal,,,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Traditional corridor-style residence with houses,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
AMR II,amr-ii,Johns Hopkins University,Baltimore,MD,Double,Communal,,,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Traditional corridor-style residence with houses,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
AMR III,amr-iii,Johns Hopkins University,Baltimore,MD,Suite,,,100,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Suite-style residence hall with two-bedroom arrangements,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
Wolman Hall,wolman-hall,Johns Hopkins University,Baltimore,MD,Suite,Shared,,40,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Suite-style residence with single/double bedrooms and kitchenettes,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
McCoy Hall,mccoy-hall,Johns Hopkins University,Baltimore,MD,Suite,Shared,,,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Suite-style residence with kitchenettes,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
Bradford Apartments,bradford-apartments,Johns Hopkins University,Baltimore,MD,Apartment,,,,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Apartment-style residence in Charles Village,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
Homewood Apartments,homewood-apartments,Johns Hopkins University,Baltimore,MD,Apartment,,,,https://studentaffairs.jhu.edu/on-campus-living/living-at-hopkins/residence-halls/,Largest apartment community in Charles Village,,https://studentaffairs.jhu.edu/on-campus-living/,Johns Hopkins University Student Affairs,,2026-05-17
McDaniel Hall,mcdaniel-hall,McDaniel College,Westminster,MD,,,,,https://www.mcdaniel.edu/student-life/living-campus/housing,Traditional residence hall,,https://www.mcdaniel.edu/student-life/living-campus,McDaniel College Housing,,2026-05-17
Rouzer Hall,rouzer-hall,McDaniel College,Westminster,MD,,,,,https://www.mcdaniel.edu/student-life/living-campus/housing,Traditional residence hall,,https://www.mcdaniel.edu/student-life/living-campus,McDaniel College Housing,,2026-05-17
Whiteford Hall,whiteford-hall,McDaniel College,Westminster,MD,,,,,https://www.mcdaniel.edu/student-life/living-campus/housing,Traditional residence hall,,https://www.mcdaniel.edu/student-life/living-campus,McDaniel College Housing,,2026-05-17
Daniel MacLea Hall,daniel-maclea-hall,McDaniel College,Westminster,MD,Suite,,,120,https://www.mcdaniel.edu/student-life/living-campus/housing,Suite-style residence hall,,https://www.mcdaniel.edu/student-life/living-campus,McDaniel College Housing,,2026-05-17
Albert Norman Ward Hall,albert-norman-ward-hall,McDaniel College,Westminster,MD,,,,120,https://www.mcdaniel.edu/student-life/living-campus/housing,Four-floor traditional residence hall,,https://www.mcdaniel.edu/student-life/living-campus,McDaniel College Housing,,2026-05-17
Blanche Ward Hall,blanche-ward-hall,McDaniel College,Westminster,MD,,,,170,https://www.mcdaniel.edu/student-life/living-campus/housing,Five-floor traditional residence hall,,https://www.mcdaniel.edu/student-life/living-campus,McDaniel College Housing,,2026-05-17
Western Run Hall,western-run-hall,Stevenson University,Owings Mills,MD,Suite,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,First-year suite-style residence hall,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Susquehanna Hall,susquehanna-hall,Stevenson University,Owings Mills,MD,Suite,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,First-year suite-style residence hall,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Wakefield Hall,wakefield-hall,Stevenson University,Owings Mills,MD,Suite,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,First-year suite-style residence hall,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Patapsco Hall,patapsco-hall,Stevenson University,Owings Mills,MD,Suite,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Upper-class suite-style residence hall,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Herring Run Hall,herring-run-hall,Stevenson University,Owings Mills,MD,Suite,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Upper-class suite-style residence hall,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Wooded Way Hall,wooded-way-hall,Stevenson University,Owings Mills,MD,Suite,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Upper-class suite-style residence hall,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Long Green Hall,long-green-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Greenspring Hall,greenspring-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Dulaney Hall,dulaney-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Belfast Hall,belfast-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Shawan Hall,shawan-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Worthington Hall,worthington-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Cromwell Hall,cromwell-hall,Stevenson University,Owings Mills,MD,Apartment,,,,https://www.stevenson.edu/student-life/living-on-campus/housing-selection/,Apartment-style residence,,https://www.stevenson.edu/student-life/living-on-campus/,Stevenson University Residence Life & Housing,,2026-05-17
Barton House,barton-house,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Douglass House,douglass-house,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Glen Tower A,glen-tower-a,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Glen Complex tower,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Glen Tower B,glen-tower-b,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Glen Complex tower,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Glen Tower C,glen-tower-c,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Glen Complex tower,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Glen Tower D,glen-tower-d,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Glen Complex tower,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Newell Hall,newell-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Prettyman Hall,prettyman-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Richmond Hall,richmond-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/richmond.html,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Scarborough Hall,scarborough-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Tubman House,tubman-house,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Traditional residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
10 West,10-west,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,9-month residence community,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Barnes Hall,barnes-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,9-month residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Marshall Hall,marshall-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,9-month residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Millennium Hall,millennium-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,9-month residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Residence Tower,residence-tower,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,9-month residence tower,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Towson Run Apartments,towson-run-apartments,Towson University,Towson,MD,Apartment,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Apartment-style residence,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Harris Hall,harris-hall,Towson University,Towson,MD,,,,,https://www.towson.edu/studentlife/housing/campus/residence/,Hybrid residence hall,,https://www.towson.edu/studentlife/housing/campus/,Towson University Housing & Residence Life,,2026-05-17
Bancroft Hall,bancroft-hall,United States Naval Academy,Annapolis,MD,,,1906,4000,https://www.usna.edu/CommandantFacilities/Bancroft_Hall_History.php,Single dormitory housing the entire Brigade of Midshipmen,,https://www.usna.edu/CommandantFacilities/Bancroft_Hall_History.php,United States Naval Academy Commandant Facilities,,2026-05-17
Prince Frederick Hall,prince-frederick-hall,University of Maryland,College Park,MD,Suite,Shared,,,https://reslife.umd.edu/terp-housing/residence-halls,Suite-style residence hall with two bedrooms,,https://reslife.umd.edu/,University of Maryland Department of Resident Life,,2026-05-17
Oakland Hall,oakland-hall,University of Maryland,College Park,MD,Suite,Shared,,,https://reslife.umd.edu/terp-housing/residence-halls,North Campus semi-suite residence hall,,https://reslife.umd.edu/,University of Maryland Department of Resident Life,,2026-05-17
